pageid,name,city
34945266,Calvin T. Chamberlain,"Mount Vernon, Maine"
6028353,Loren Fletcher,"Mount Vernon, Maine"
16276284,Joseph Payne (musician),"Mount Vernon, Maine"
11919372,John H. Rice,"Mount Vernon, Maine"
47401475,Moses Sherburne,"Mount Vernon, Maine"
730515,John L. Stevens,"Mount Vernon, Maine"
47938083,David Adkins (actor),"Easton, Maryland"
419404,Harold Baines,"Easton, Maryland"
14162479,Wheeler R. Baker,"Easton, Maryland"
1512170,Robert Bauman,"Easton, Maryland"
25828251,August Belmont IV,"Easton, Maryland"
8368281,Gilbert Byron,"Easton, Maryland"
27867116,Willard Carroll,"Easton, Maryland"
11321272,Richard F. Colburn,"Easton, Maryland"
3228802,J. Harry Covington,"Easton, Maryland"
5504756,Matthew Deady,"Easton, Maryland"
21653355,Ducky Detweiler,"Easton, Maryland"
1733909,Robert Henry Goldsborough,"Easton, Maryland"
10671001,Jeannie Haddaway,"Easton, Maryland"
8227005,Samuel Hambleton (politician),"Easton, Maryland"
1096583,Harry Hughes,"Easton, Maryland"
2447693,John Bozman Kerr,"Easton, Maryland"
1733752,John Leeds Kerr,"Easton, Maryland"
33848206,Henry C. Lay,"Easton, Maryland"
36706098,Bobby Lea,"Easton, Maryland"
2025286,William Oswald Mills,"Easton, Maryland"
21369723,John A. Moaney,"Easton, Maryland"
840827,Rogers Morton,"Easton, Maryland"
27825013,Covey T. Oliver,"Easton, Maryland"
52552885,Maggie Rogers,"Easton, Maryland"
50542,James Rouse,"Easton, Maryland"
43953033,Willard Goldsmith Rouse,"Easton, Maryland"
26141232,Jody Schulz,"Easton, Maryland"
2871320,Samuel J. Seymour,"Easton, Maryland"
42155517,Forrest Shreve,"Easton, Maryland"
853301,Philip Francis Thomas,"Easton, Maryland"
33620198,David A. Whiteley,"Easton, Maryland"
44311060,A. H. Ziegler,"Easton, Maryland"
2033647,Oren Burbank Cheney,"Holderness, New Hampshire"
9326066,Arthur Livermore,"Holderness, New Hampshire"
755170,Samuel Livermore,"Holderness, New Hampshire"
16390248,Sid Lovett,"Holderness, New Hampshire"
4494502,Hercules Mooney,"Holderness, New Hampshire"
39668788,Derek Estlin Purvis,"Holderness, New Hampshire"
59389788,May Rogers Webster,"Holderness, New Hampshire"
39967640,Stephen O. Bennett,"Milton, Saratoga County, New York"
22108092,George W. Chapman (politician),"Milton, Saratoga County, New York"
7919097,Jehu Grant,"Milton, Saratoga County, New York"
41974491,Truman H. Judd,"Milton, Saratoga County, New York"
32810672,Margaret Russo,"Milton, Saratoga County, New York"
27032231,Frances Shimer,"Milton, Saratoga County, New York"
33304426,William Jay Youmans,"Milton, Saratoga County, New York"
47966769,William H. Blyton,"Franklinville, New York"
9591232,Patricia McGee,"Franklinville, New York"
57026300,Jack McKay (coach),"Franklinville, New York"
44191995,Jeremiah J. Moriarty,"Franklinville, New York"
8406918,Wade Morton,"Franklinville, New York"
4184151,Kimberly Pressler,"Franklinville, New York"
43342761,Myron H. Ranney,"Franklinville, New York"
16699373,Margaret Shulock,"Franklinville, New York"
40120256,George E. Spring,"Franklinville, New York"
7753659,Henry Van Aernam,"Franklinville, New York"
15551038,Benjamin Dwight Allen,"Sturbridge, Massachusetts"
11543140,Franklin E. Brooks,"Sturbridge, Massachusetts"
51634448,Ebenezer Crafts,"Sturbridge, Massachusetts"
30498140,Bill Fox (baseball),"Sturbridge, Massachusetts"
5252392,Reed V. Hillman,"Sturbridge, Massachusetts"
41603548,General Walter Martin,"Sturbridge, Massachusetts"
35925655,Tony Reno (American football),"Sturbridge, Massachusetts"
47516357,Souleye (hip hop artist),"Sturbridge, Massachusetts"
31777472,Richard Treadway,"Sturbridge, Massachusetts"
30947382,Holice Turnbow,"Sturbridge, Massachusetts"
52446945,J. Dallas Bowser,"Weldon, North Carolina"
47654485,King Virgil Cheek,"Weldon, North Carolina"
516552,Matt Whitaker Ransom,"Weldon, North Carolina"
52994522,Gentry O. Smith,"Weldon, North Carolina"
2335374,Jimmy Soul,"Weldon, North Carolina"
6097971,Benjamin S. Turner,"Weldon, North Carolina"
50334139,Garland H. White,"Weldon, North Carolina"
31534892,Marianne Brenton,"Burlington, Massachusetts"
3257957,James MacGregor Burns,"Burlington, Massachusetts"
4185431,Kitty Carruthers,"Burlington, Massachusetts"
4201557,Peter Carruthers (figure skater),"Burlington, Massachusetts"
23742577,Robert V. Decareau,"Burlington, Massachusetts"
31489423,Frederick M. Ellis,"Burlington, Massachusetts"
24630460,Scott Ferson,"Burlington, Massachusetts"
53800854,Kali Flanagan,"Burlington, Massachusetts"
22362068,Nathaniel Langdon Frothingham,"Burlington, Massachusetts"
11307438,Mark Fusco,"Burlington, Massachusetts"
11307454,Scott Fusco,"Burlington, Massachusetts"
31534787,Augusto Grace,"Burlington, Massachusetts"
20144411,Bob Jay,"Burlington, Massachusetts"
57177716,Jim Knowlton,"Burlington, Massachusetts"
760680,David Lovering,"Burlington, Massachusetts"
42301122,Ronald MacKenzie,"Burlington, Massachusetts"
870771,Roderick MacKinnon,"Burlington, Massachusetts"
51992303,C. Joseph Maney,"Burlington, Massachusetts"
17879244,Charles A. Murphy,"Burlington, Massachusetts"
2819184,Jay Pandolfo,"Burlington, Massachusetts"
10918099,Mike Pandolfo,"Burlington, Massachusetts"
921570,Amy Poehler,"Burlington, Massachusetts"
42637400,Greg Poehler,"Burlington, Massachusetts"
19630458,John Rais,"Burlington, Massachusetts"
104987,Steven Wright,"Burlington, Massachusetts"
2956611,Charles H. Eglee,"Eastham, Massachusetts"
1035367,Seth Harding,"Eastham, Massachusetts"
7178390,George Kariotis,"Eastham, Massachusetts"
42477302,Al McWilliams,"Eastham, Massachusetts"
5723927,Thomas Prence,"Eastham, Massachusetts"
45278983,William Caldwell (Wisconsin politician),"Barton, Wisconsin"
49018135,Joseph W. Holehouse,"Barton, Wisconsin"
29376377,James R. Lewis (legislator),"Barton, Wisconsin"
50558964,Henry Totten,"Barton, Wisconsin"
1351872,Louise Bogan,"Livermore Falls, Maine"
58835083,Oscar Cargill,"Livermore Falls, Maine"
46393784,Herbert Elijah Wadsworth,"Livermore Falls, Maine"
37774666,Marshman Edward Wadsworth,"Livermore Falls, Maine"
21720581,C. Langhorne Washburn,"Livermore Falls, Maine"
7416997,J. J. Anderson,"Bristol, Kenosha County, Wisconsin"
50682653,Dwight L. Burgess,"Bristol, Kenosha County, Wisconsin"
7054820,Alfred Caldwell,"Bristol, Kenosha County, Wisconsin"
42221081,Levi Grant,"Bristol, Kenosha County, Wisconsin"
38397110,Herman Thorp,"Bristol, Kenosha County, Wisconsin"
49893175,Alice Bauer,"Benson, Arizona"
457290,Baxter Black,"Benson, Arizona"
20900543,Paul Bohannan,"Benson, Arizona"
1821553,Chad Curtis,"Benson, Arizona"
51955685,Nick Gomez (actor),"Benson, Arizona"
24510086,Joe Hayes (author and storyteller),"Benson, Arizona"
147683,Harry Partch,"Benson, Arizona"
4585226,Nick Ramus,"Benson, Arizona"
8542771,Jack Speiden,"Benson, Arizona"
1252062,Chuck Stevenson,"Benson, Arizona"
3196202,Bernard-Anselme d'Abbadie de Saint-Castin,"Castine, Maine"
7957902,Philip Booth (poet),"Castine, Maine"
3316866,Noah Brooks,"Castine, Maine"
491912,Mary Dewson,"Castine, Maine"
13703010,Germain Doucet,"Castine, Maine"
1519498,David Hall (sound archivist),"Castine, Maine"
56414295,Francis W. Hatch,"Castine, Maine"
53026786,Kate Clifton Osgood Holmes,"Castine, Maine"
49965567,Alfred Eaton Ives,"Castine, Maine"
20691703,Samuel Lee (judge),"Castine, Maine"
1359335,Mary McCarthy (author),"Castine, Maine"
16008465,Simmy Murch,"Castine, Maine"
29953835,George Earl Ortman,"Castine, Maine"
7579294,Isaac Parker (Massachusetts judge),"Castine, Maine"
23739803,Wendell Thompson Perkins,"Castine, Maine"
33162180,Richard Rosen,"Castine, Maine"
3196168,Jean-Vincent d'Abbadie de Saint-Castin,"Castine, Maine"
26060154,Joseph Sewall,"Castine, Maine"
7371333,Thomas Temple,"Castine, Maine"
17719231,Christine Goutiere Weston,"Castine, Maine"
11909244,Hezekiah Williams,"Castine, Maine"
40654281,Frank L. Wiswall,"Castine, Maine"
1545277,Wilson Bentley,"Jericho, Vermont"
20364353,John Dustin Bicknell,"Jericho, Vermont"
3039178,George Bliss (Congressman),"Jericho, Vermont"
33741928,Robert T. King (Vermont),"Jericho, Vermont"
17486331,William A. Prentiss,"Jericho, Vermont"
44130133,Anson Rood,"Jericho, Vermont"
1793956,Raymond Abrashkin,"Weston, Connecticut"
4788887,Nora Raleigh Baskin,"Weston, Connecticut"
8899080,Alanson Beers,"Weston, Connecticut"
452508,John Billingsley,"Weston, Connecticut"
1128891,Frank Bolle,"Weston, Connecticut"
8034253,Al Brodax,"Weston, Connecticut"
1342896,Paul Cadmus,"Weston, Connecticut"
18290175,Jared Cohen,"Weston, Connecticut"
40119225,John Curran (financial journalist),"Weston, Connecticut"
54555604,Alice DeLamar,"Weston, Connecticut"
31490277,Gillian Duffy,"Weston, Connecticut"
4989892,Don Elliott,"Weston, Connecticut"
39549730,Dimon Fanton,"Weston, Connecticut"
47089297,Jonathan Fanton,"Weston, Connecticut"
7529500,Seymour Fogel,"Weston, Connecticut"
22811671,Seth Grahame-Smith,"Weston, Connecticut"
660957,John Marshall Harlan (born 1899),"Weston, Connecticut"
39801393,James Harmon,"Weston, Connecticut"
17825701,Fred Hellerman,"Weston, Connecticut"
8723815,Sarah Holcomb,"Weston, Connecticut"
488957,Eartha Kitt,"Weston, Connecticut"
39360172,Reed Krakoff,"Weston, Connecticut"
36625834,Nicholas la Cava,"Weston, Connecticut"
2450328,Eva Le Gallienne,"Weston, Connecticut"
26957115,Corinne Malvern,"Weston, Connecticut"
31149838,Gladys Malvern,"Weston, Connecticut"
4359777,Ronald Mansbridge,"Weston, Connecticut"
31784659,Stanley Matthews (tennis),"Weston, Connecticut"
45566631,Hayley Faith Negrin,"Weston, Connecticut"
155996,Birger Nordholm,"Weston, Connecticut"
12469461,Walter B. Pitkin Jr.,"Weston, Connecticut"
2649372,Jacob Pitts,"Weston, Connecticut"
343134,Christopher Plummer,"Weston, Connecticut"
2425878,J. Lee Rankin,"Weston, Connecticut"
17149009,Jamey Richard,"Weston, Connecticut"
15618332,Alexandra Richards,"Weston, Connecticut"
157487,Keith Richards,"Weston, Connecticut"
15032270,Robert C. Schnitzer,"Weston, Connecticut"
3335470,John Seigenthaler (anchorman),"Weston, Connecticut"
11579568,Samuel B. Sherwood,"Weston, Connecticut"
15010734,William Spier,"Weston, Connecticut"
43573349,Phillip Stillman,"Weston, Connecticut"
10718254,Haila Stoddard,"Weston, Connecticut"
29341767,Elaine Taylor (actress),"Weston, Connecticut"
40272905,Barbara Trentham,"Weston, Connecticut"
303225,Triple H,"Weston, Connecticut"
14634536,Mike Vranos,"Weston, Connecticut"
22825934,Richard Wiese,"Weston, Connecticut"
32657775,Rowland B. Wilson,"Weston, Connecticut"
44529684,Puss Derrick,"Chapin, South Carolina"
45026313,Albert J. Dooley,"Chapin, South Carolina"
43552847,K. Lee Graham,"Chapin, South Carolina"
36088255,I. M. Hipp,"Chapin, South Carolina"
246473,Iron & Wine,"Chapin, South Carolina"
56456452,Savannah McCaskill,"Chapin, South Carolina"
19458579,Al Shealy,"Chapin, South Carolina"
33175457,Pappy Sherrill,"Chapin, South Carolina"
6159438,DeWayne Wise,"Chapin, South Carolina"
2627429,Leon Leonwood Bean,"Freeport, Maine"
460995,Joan Benoit,"Freeport, Maine"
31534892,Marianne Brenton,"Freeport, Maine"
48971394,Nancy Randall Clark,"Freeport, Maine"
33388190,Melissa Coleman,"Freeport, Maine"
757998,Aaron Lufkin Dennison,"Freeport, Maine"
5887926,Beth Edmonds,"Freeport, Maine"
44732060,Sara Gideon,"Freeport, Maine"
7610069,John Gould (columnist),"Freeport, Maine"
1833232,Donald Baxter MacMillan,"Freeport, Maine"
12354995,Christopher McCormick,"Freeport, Maine"
17329993,Sarah Maria Cornell,"Rupert, Vermont"
3025047,Israel Smith,"Rupert, Vermont"
25144121,John S. Armstrong,"Highland Park, Texas"
36061850,Donald D. Clayton,"Highland Park, Texas"
14179135,Eddie Coker,"Highland Park, Texas"
38334901,Edwin L. Cox,"Highland Park, Texas"
45031668,Goodrich R. Fenner,"Highland Park, Texas"
41213844,Jerry Fullinwider,"Highland Park, Texas"
16527939,Armie Hammer,"Highland Park, Texas"
953101,Angie Harmon,"Highland Park, Texas"
1984344,Gino Hernandez,"Highland Park, Texas"
2345828,Rhett Miller,"Highland Park, Texas"
38334592,John Muse (businessman),"Highland Park, Texas"
40553139,Peter O'Donnell (Texas),"Highland Park, Texas"
56209231,Pam Patsley,"Highland Park, Texas"
43112406,Sloan Simpson,"Highland Park, Texas"
612544,Marty Turco,"Highland Park, Texas"
44980440,Electra Waggoner,"Highland Park, Texas"
50777914,Ray Washburne,"Highland Park, Texas"
37218755,Jonathan Wentz,"Highland Park, Texas"
13379670,Sam Wyly,"Highland Park, Texas"
17147900,Justin Harper (American football),"Catawba, North Carolina"
2763480,Bryan Harvey,"Catawba, North Carolina"
42914530,Hunter Harvey,"Catawba, North Carolina"
27575914,Kris Harvey,"Catawba, North Carolina"
984088,Bobby Isaac,"Catawba, North Carolina"
1707908,Jeremy Mayfield,"Catawba, North Carolina"
23409671,Kerry Bascom,"Epping, New Hampshire"
1009998,John Chandler,"Epping, New Hampshire"
41245313,Carl Stearns Clancy,"Epping, New Hampshire"
11543326,George W. Kittredge,"Epping, New Hampshire"
42930178,Sheila LaBarre,"Epping, New Hampshire"
2827091,David L. Morril,"Epping, New Hampshire"
31776553,David Perkins Page,"Epping, New Hampshire"
42595137,B. G. Plumer,"Epping, New Hampshire"
41767822,Daniel L. Plumer,"Epping, New Hampshire"
1223340,William Plumer,"Epping, New Hampshire"
11580141,William Plumer Jr.,"Epping, New Hampshire"
2869979,Benjamin F. Prescott,"Epping, New Hampshire"
732946,Benjamin Butler,"Deerfield, New Hampshire"
36676886,Enoch W. Eastman,"Deerfield, New Hampshire"
41078635,Don Gorman,"Deerfield, New Hampshire"
984897,John Charles Haines,"Deerfield, New Hampshire"
33770222,Lorenzo D. Harvey,"Deerfield, New Hampshire"
44593211,Angela Heywood,"Deerfield, New Hampshire"
37018418,David James (American politician),"Deerfield, New Hampshire"
40848970,Norman L. James,"Deerfield, New Hampshire"
4933072,Benning W. Jenness,"Deerfield, New Hampshire"
20965522,Andrew W. Barrett,"Stockholm, New York"
7759124,Calvin T. Hulburd,"Stockholm, New York"
47402143,Norman William Kingsley,"Stockholm, New York"
26938083,Elias Smith (Mormon),"Stockholm, New York"
3103704,Jesse N. Smith,"Stockholm, New York"
35467944,Silas S. Smith,"Stockholm, New York"
27650792,Henry S. Webster,"Stockholm, New York"
34247481,Andrew J. Bates,"Webster, Massachusetts"
26927313,Bette Boucher,"Webster, Massachusetts"
1741606,William Slater Brown,"Webster, Massachusetts"
7987788,Stasia Czernicki,"Webster, Massachusetts"
9606086,George Derby (baseball),"Webster, Massachusetts"
43401767,Gene Filipski,"Webster, Massachusetts"
22023726,Frank Gilmore,"Webster, Massachusetts"
20494190,Robert Greenleaf Leavitt,"Webster, Massachusetts"
182075,Richard Lindzen,"Webster, Massachusetts"
39054904,Larry Spotted Crow Mann,"Webster, Massachusetts"
44509231,Joseph D. McKenna,"Webster, Massachusetts"
4312173,George R. Stobbs,"Webster, Massachusetts"
20495701,Mike Sullivan (outfielder),"Webster, Massachusetts"
3005664,Paul Warnke,"Webster, Massachusetts"
7453795,Chuck Darby,"North, South Carolina"
488957,Eartha Kitt,"North, South Carolina"
44164246,Freddie Martino,"North, South Carolina"
41971284,Mills O. Burnham,"Thetford, Vermont"
17035510,William Closson,"Thetford, Vermont"
16809746,Hannah Slade Currier,"Thetford, Vermont"
38458145,Ruth Dwyer,"Thetford, Vermont"
56724198,Louise Woodworth Foss,"Thetford, Vermont"
34243257,Lyman G. Hinckley,"Thetford, Vermont"
5350287,Charles Edward Hovey,"Thetford, Vermont"
36900393,Alonzo Jackman,"Thetford, Vermont"
57584054,Edward C. Kirkland,"Thetford, Vermont"
2507514,Anne Lindbergh,"Thetford, Vermont"
8291794,Gustavus Loomis,"Thetford, Vermont"
4369086,Harvey Newcomb,"Thetford, Vermont"
23266659,April Ossmann,"Thetford, Vermont"
1584935,Grace Paley,"Thetford, Vermont"
49606227,Lorenzo L. Post,"Thetford, Vermont"
12634069,Prince Saunders,"Thetford, Vermont"
1069886,Henry Wells,"Thetford, Vermont"
3376800,Dean Conant Worcester,"Thetford, Vermont"
3284614,Joseph Lee Heywood,"Fitzwilliam, New Hampshire"
5193695,Nahum Parker,"Fitzwilliam, New Hampshire"
13684895,Elijah Phillips,"Fitzwilliam, New Hampshire"
11591031,Edward C. Reed,"Fitzwilliam, New Hampshire"
3741616,James Reed (soldier),"Fitzwilliam, New Hampshire"
40764306,Frank E. Riley,"Fitzwilliam, New Hampshire"
741914,Harry Dexter White,"Fitzwilliam, New Hampshire"
33979712,Dolphin D. Overton,"Andrews, South Carolina"
171268,Chris Rock,"Andrews, South Carolina"
7889989,Greg Ball (politician),"Pawling, New York"
32746892,Kris Carr,"Pawling, New York"
17430137,Stephen B. Cushing,"Pawling, New York"
616115,Hal Douglas,"Pawling, New York"
36779287,John B. Dutcher,"Pawling, New York"
7977459,Ransom Halloway,"Pawling, New York"
51378280,Anna Rose Holmer,"Pawling, New York"
53278014,Henry Stark Howland,"Pawling, New York"
366718,William Pearce Howland,"Pawling, New York"
21011023,Charlotte Kendrick,"Pawling, New York"
11010282,Ruth Stafford Peale,"Pawling, New York"
35861652,George T. Pierce,"Pawling, New York"
750221,John Lorimer Worden,"Pawling, New York"
6967577,William Bernard Ziff Jr.,"Pawling, New York"
2072968,Prudence Crandall,"Hopkinton, Rhode Island"
9750514,Edward Lee Greene,"Hopkinton, Rhode Island"
42130876,Brian Patrick Kennedy,"Hopkinton, Rhode Island"
47892701,Benjamin Randall (Wisconsin politician),"Hopkinton, Rhode Island"
35494366,Louis Raymond (horticulturalist),"Hopkinton, Rhode Island"
11526613,Benjamin Babock Thurston,"Hopkinton, Rhode Island"
7169357,Jacob Bailey (author),"Rowley, Massachusetts"
5410049,Parker Cleaveland,"Rowley, Massachusetts"
16220356,Henry Harriman (Mormon),"Rowley, Massachusetts"
43242661,Eddie MacDonald,"Rowley, Massachusetts"
31185678,Josiah Little Pickard,"Rowley, Massachusetts"
40970313,Nathaniel Prime,"Rowley, Massachusetts"
12024869,Ezekiel Rogers,"Rowley, Massachusetts"
47517241,Margaret Scott (Salem witch trials),"Rowley, Massachusetts"
15398588,Mary Lee Cagle,"Buffalo Gap, Texas"
6608693,Oliver Lee (New Mexico),"Buffalo Gap, Texas"
5472229,Colt McCoy,"Buffalo Gap, Texas"
780481,Rawghlie Clement Stanford,"Buffalo Gap, Texas"
37054585,George Bowen (New York),"Shelby, New York"
32877153,Charles E. Winegar,"Shelby, New York"
23640169,Balcomb Greene,"Shelby, New York"
26102746,Thomas Wilbur Kates,"Shelby, New York"
38518549,Irving L'Hommedieu,"Shelby, New York"
40881910,William F. Nash,"Shelby, New York"
8396798,Bradford Anderson,"Meredith, New Hampshire"
11579629,Samuel Newell Bell,"Meredith, New Hampshire"
54353794,Bernard L. Boutin,"Meredith, New Hampshire"
2898623,Charles A. Busiel,"Meredith, New Hampshire"
5203077,George G. Fogg,"Meredith, New Hampshire"
17635930,Joseph Libbey Folsom,"Meredith, New Hampshire"
42213875,Samuel Green (criminal),"Meredith, New Hampshire"
19963268,Dudley Leavitt (publisher),"Meredith, New Hampshire"
560003,Bob Montana,"Meredith, New Hampshire"
474656,George Orton,"Meredith, New Hampshire"
11677229,Eben Ezra Roberts,"Meredith, New Hampshire"
12757045,Daniel E. Somes,"Meredith, New Hampshire"
42099208,David Vittum,"Meredith, New Hampshire"
5003332,Shem Drowne,"Eliot, Maine"
5624740,Moses G. Farmer,"Eliot, Maine"
5680680,John Fremont Hill,"Eliot, Maine"
56136725,Nellie Mathes Horne,"Eliot, Maine"
54307539,Rick McKenney,"Eliot, Maine"
25415124,"List of people from Saugus, Massachusetts","Saugus, Massachusetts"
6810894,Joseph Alexander Ames,"Saugus, Massachusetts"
11309916,Nathan Ames,"Saugus, Massachusetts"
25829232,Violet Amirault,"Saugus, Massachusetts"
22247023,Steven Angelo,"Saugus, Massachusetts"
44982408,Jay Ash,"Saugus, Massachusetts"
29167,Stephen Bachiler,"Saugus, Massachusetts"
40097388,George E. Bailey,"Saugus, Massachusetts"
42149644,Margaret Jewett Smith Bailey,"Saugus, Massachusetts"
23769813,Jimmy Bannon,"Saugus, Massachusetts"
30185313,Tom Bannon,"Saugus, Massachusetts"
41913531,Frank P. Bennett,"Saugus, Massachusetts"
35908484,Frank P. Bennett Jr.,"Saugus, Massachusetts"
35287496,Janis M. Berry,"Saugus, Massachusetts"
177362,Elizabeth Bishop,"Saugus, Massachusetts"
7853500,Belden Bly,"Saugus, Massachusetts"
41690013,Charles Henry Bond,"Saugus, Massachusetts"
2047959,Wayne Budd,"Saugus, Massachusetts"
38995455,Abijah Cheever,"Saugus, Massachusetts"
33060220,Jonathan Cheever,"Saugus, Massachusetts"
38987235,Joseph Cheever,"Saugus, Massachusetts"
32382841,Tracee Chimo,"Saugus, Massachusetts"
34931199,Edward J. Collins Jr.,"Saugus, Massachusetts"
34802870,Robert Cornetta,"Saugus, Massachusetts"
37501309,Maurice Cunningham,"Saugus, Massachusetts"
11085944,John A. Curry,"Saugus, Massachusetts"
15826893,Arthur F. DeFranzo,"Saugus, Massachusetts"
37991216,Vernon W. Evans,"Saugus, Massachusetts"
2532157,Ed Fallon,"Saugus, Massachusetts"
51785436,Derek Falvey,"Saugus, Massachusetts"
13168884,Mark Falzone,"Saugus, Massachusetts"
757407,Cornelius Conway Felton,"Saugus, Massachusetts"
26604448,John B. Felton,"Saugus, Massachusetts"
3999076,Samuel Morse Felton Sr.,"Saugus, Massachusetts"
8548331,Fanny Fern,"Saugus, Massachusetts"
15704614,Vincent Ferrini,"Saugus, Massachusetts"
1090463,Gustavus Fox,"Saugus, Massachusetts"
9995527,Edmund Freeman,"Saugus, Massachusetts"
35573631,Tony Garofano,"Saugus, Massachusetts"
43556788,Bob Gaudet,"Saugus, Massachusetts"
303215,John Geoghan,"Saugus, Massachusetts"
37962036,Norman Hansen,"Saugus, Massachusetts"
43021676,Harriet Russell Hart,"Saugus, Massachusetts"
41094018,Adam Hawkes,"Saugus, Massachusetts"
39112789,Samuel Hawkes,"Saugus, Massachusetts"
41140977,Horatio G. Herrick,"Saugus, Massachusetts"
3334797,Paul G. Hewitt,"Saugus, Massachusetts"
39024774,Pickmore Jackson,"Saugus, Massachusetts"
38996861,"William Jackson (Saugus, Massachusetts)","Saugus, Massachusetts"
286611,James Franklin Jeffrey,"Saugus, Massachusetts"
41774558,Benjamin Newhall Johnson,"Saugus, Massachusetts"
33339940,Phyllis Katsakiores,"Saugus, Massachusetts"
25412764,Rose Kaufman,"Saugus, Massachusetts"
14594152,Tim Kelly (playwright),"Saugus, Massachusetts"
42727786,Bobby Keyes (guitarist),"Saugus, Massachusetts"
57753234,Richard Leader,"Saugus, Massachusetts"
28570656,Dave Lucey,"Saugus, Massachusetts"
25072059,Susan Lynch (pediatrician),"Saugus, Massachusetts"
22473812,Doug Mackie,"Saugus, Massachusetts"
44966879,Jonathan Makepeace,"Saugus, Massachusetts"
97546,William Moulton Marston,"Saugus, Massachusetts"
12088595,Darrell Martinie,"Saugus, Massachusetts"
32134309,Colin McManus,"Saugus, Massachusetts"
2145838,Bob Montgomery (baseball),"Saugus, Massachusetts"
6343061,Deborah Moody,"Saugus, Massachusetts"
34931769,Francis Moorehouse,"Saugus, Massachusetts"
37019918,John J. Mullen (mayor),"Saugus, Massachusetts"
39044158,Benjamin F. Newhall,"Saugus, Massachusetts"
10802476,Henry Newhall,"Saugus, Massachusetts"
8055458,Eddie Palladino,"Saugus, Massachusetts"
11208270,Arlie Pond,"Saugus, Massachusetts"
48735222,Edward Pranker,"Saugus, Massachusetts"
22166141,C. F. Nelson Pratt,"Saugus, Massachusetts"
16079914,Johnny Rae,"Saugus, Massachusetts"
41710254,Joseph Roby,"Saugus, Massachusetts"
14279235,Eileen Rose,"Saugus, Massachusetts"
53987322,Chris Serino,"Saugus, Massachusetts"
31215617,John P. Slattery,"Saugus, Massachusetts"
7139661,Nicholas Spanos,"Saugus, Massachusetts"
10845684,Art Spinney,"Saugus, Massachusetts"
11297444,Marion L. Starkey,"Saugus, Massachusetts"
22473851,Art Statuto,"Saugus, Massachusetts"
33538474,Ella Cheever Thayer,"Saugus, Massachusetts"
2114543,William Tudor,"Saugus, Massachusetts"
53691404,Mike Vecchione,"Saugus, Massachusetts"
2056214,Josiah Warren,"Saugus, Massachusetts"
16950825,Sandra Whyte-Sweeney,"Saugus, Massachusetts"
11460378,Frederick Willis (American politician),"Saugus, Massachusetts"
29458972,Donald Wong,"Saugus, Massachusetts"
12940270,Kevin Wortman,"Saugus, Massachusetts"
49256090,Ethel Atwood,"Fairfield, Maine"
14499154,Seldon Connor,"Fairfield, Maine"
25312634,Stirling Fessenden,"Fairfield, Maine"
712775,Frank Bunker Gilbreth Sr.,"Fairfield, Maine"
5500212,Angier Goodwin,"Fairfield, Maine"
31932051,Dan Gwadosky,"Fairfield, Maine"
22088048,Otis Lawry,"Fairfield, Maine"
27039864,Bill Rollinson,"Fairfield, Maine"
43657056,Harold E. Weeks,"Fairfield, Maine"
948088,Abram Williams,"Fairfield, Maine"
39760742,Corey Wilson,"Fairfield, Maine"
32686582,Wilton S. Farnsworth,"Millbury, Massachusetts"
15627839,Nick Fatool,"Millbury, Massachusetts"
53655077,Warren G. Harris,"Millbury, Massachusetts"
4056835,Abby Kelley,"Millbury, Massachusetts"
29646098,Michael O. Moore,"Millbury, Massachusetts"
45399636,Albert L. Nash,"Millbury, Massachusetts"
1290471,George A. Sheridan,"Millbury, Massachusetts"
55384100,Amos Singletary,"Millbury, Massachusetts"
30357937,Asa Waters,"Millbury, Massachusetts"
11586355,George E. White,"Millbury, Massachusetts"
1737796,Helen Bevington,"Afton, New York"
48046440,Orlando Franklin Bump,"Afton, New York"
3022808,John Adelbert Davis,"Afton, New York"
43526384,Elijah Easton,"Afton, New York"
3480483,Carlton J. H. Hayes,"Afton, New York"
34884566,Franklin B. Long,"Afton, New York"
7849428,Bert Lord,"Afton, New York"
41964642,Winchel Bacon,"Butternuts, New York"
39237326,John J. Dewey,"Butternuts, New York"
26616948,Samuel B. Garvin,"Butternuts, New York"
33826517,Jared Comstock Gregory,"Butternuts, New York"
21814716,Elisha Mills Huntington,"Butternuts, New York"
27598852,Isaac Van Duzen Reeve,"Butternuts, New York"
36696297,Jesse C. Smith,"Butternuts, New York"
47188781,Joseph G. Thorp,"Butternuts, New York"
14385266,E. C. Walker,"Butternuts, New York"
3389129,Edward Gaylord Bourne,"Sheldon, New York"
4167322,Seth M. Gates,"Sheldon, New York"
49339593,Henry Harrison Hoyt,"Sheldon, New York"
38220079,Lester H. Humphrey,"Sheldon, New York"
51129873,Enos Warren Persons,"Sheldon, New York"
31763679,Horace T. Sanders,"Sheldon, New York"
29656,Steve Ballmer,"Hunts Point, Washington"
644622,Kenny G,"Hunts Point, Washington"
405321,Craig McCaw,"Hunts Point, Washington"
2190660,James Sinegal,"Hunts Point, Washington"
37790269,Julie Speidel,"Hunts Point, Washington"
673661,John Spellman,"Hunts Point, Washington"
4714852,Eric Church,"Granite Falls, North Carolina"
9680224,Linda Combs,"Granite Falls, North Carolina"
16654932,Cyndee Peters,"Granite Falls, North Carolina"
451618,Edgar V. Starnes,"Granite Falls, North Carolina"
